original_title,budget,revenue,runtime,vote_count,evaluation
Inside Deep Throat,2000000,653621,92,31,moyen
Dinner Rush,0,0,99,19,moyen
Clockwatchers,0,0,96,13,moyen
The Virginity Hit,2000000,563706,120,19,mediocre
Subway,2000000,390659,104,86,moyen
House of D,0,0,97,23,moyen
Teeth,0,0,94,210,moyen
Six-String Samurai,2000000,124494,91,36,moyen
It's All Gone Pete Tong,2000000,120620,90,52,moyen
Saint John of Las Vegas,3800000,111731,84,18,moyen
24 7: Twenty Four Seven,0,0,96,10,moyen
Stonewall,13500000,187674,129,32,moyen
Roadside Romeo,7000000,1100000,93,3,moyen
This Thing of Ours,0,0,100,1,moyen
The Lost Medallion: The Adventures of Billy Stone,0,0,97,13,moyen
The Last Five Years,0,0,94,143,moyen
The Missing Person,0,0,95,9,moyen
Return of the Living Dead 3,2000000,54207,97,88,moyen
London,0,0,92,96,moyen
Sherrybaby,2000000,622806,96,41,moyen
Circle,0,0,87,333,moyen
Eden Lake,0,3983997,91,406,moyen
Plush,0,0,98,40,moyen
Lesbian Vampire Killers,0,0,86,124,moyen
Jerusalema,0,0,120,16,moyen
Freeze Frame,0,0,99,18,moyen
Grave Encounters,1000000,0,92,381,moyen
Stitches,100000,95000,86,92,moyen
Nine Dead,2000000,0,98,84,moyen
Bananas,2000000,11833696,82,165,moyen
$upercapitalist,0,0,103,2,mediocre
Rockaway,0,0,76,2,moyen
The Lady from Shanghai,2300000,0,87,102,moyen
No Man's Land: The Rise of Reeker,2000000,0,88,27,mediocre
Highway,14000000,0,97,37,moyen
Small Apartments,2000000,0,96,50,moyen
Coffee Town,0,0,87,45,moyen
The Ghastly Love of Johnny X,0,0,106,8,moyen
All Is Bright,0,0,107,36,moyen
Die Schlangengrube und das Pendel,0,0,85,12,moyen
Straight A's,7000000,0,88,46,moyen
A Funny Thing Happened on the Way to the Forum,0,0,99,24,moyen
Slacker Uprising,0,0,102,10,moyen
The Legend of Hell's Gate: An American Conspiracy,0,0,108,8,mediocre
Walking with the Dead,0,0,90,35,mediocre
The Curse of Downers Grove,2000000,0,89,24,mediocre
Shark Lake,2000000,0,92,19,mediocre
River's Edge,19000000,0,99,59,moyen
Northfork,0,0,103,24,moyen
The Marine 4: Moving Target,1950000,0,90,49,moyen
Buried,1987650,19152480,94,827,moyen
Submarine,0,864659,97,443,moyen
The Square,0,0,88,55,bien
Chacun sa nuit,0,0,95,12,moyen
एबीसीडी,0,222000,160,10,moyen
Man on Wire,0,2957978,94,275,moyen
Abandoned,0,0,82,27,moyen
Brotherly Love,1900000,0,89,21,moyen
The Last Exorcism,1800000,67738090,87,328,moyen
Nowhere Boy,0,0,98,244,moyen
A Streetcar Named Desire,1800000,8000000,125,281,bien
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9440272,95,1442,bien
El Crimen del Padre Amaro,1800000,0,118,36,moyen
Beasts of the Southern Wild,1800000,21107746,93,403,moyen
Battle for the Planet of the Apes,1700000,8844595,93,215,moyen
Songcatcher,0,0,109,9,moyen
Higher Ground,2000000,841733,109,14,moyen
வாலு,0,0,155,5,moyen
The Greatest Movie Ever Sold,0,621951,87,88,moyen
Ed and His Dead Mother,0,0,93,12,moyen
Travellers and Magicians,0,0,108,9,moyen
Hang 'em High,1800000,6800000,114,192,moyen
Deadline - U.S.A.,0,0,87,17,moyen
Sublime,0,0,113,33,moyen
A Beginner's Guide to Snuff,0,0,87,0,mediocre
Independence Daysaster,1800000,0,86,22,mediocre
Dysfunctional Friends,1800000,0,101,4,moyen
Lola rennt,1530000,7267585,81,664,moyen
May,500000,150277,93,152,moyen
Against the Wild,1493619,0,90,19,mediocre
La misma luna,0,23311391,106,28,moyen
Conquest of the Planet of the Apes,1700000,9700000,88,236,moyen
In the Bedroom,1700000,0,130,89,moyen
I Spit on Your Grave,2000000,572809,108,519,moyen
"Happy, Texas",1700000,1943649,98,39,moyen
My Summer of Love,0,0,86,59,moyen
Dabba,1000000,4235151,104,221,moyen
Yes,0,0,100,7,moyen
You Can't Take It With You,1644736,7433101,126,79,moyen
From Here to Eternity,1650000,30500000,118,133,moyen
She Wore a Yellow Ribbon,1600000,5400000,103,61,moyen
Grace Unplugged,0,0,102,24,moyen
Foolish,0,6033999,84,3,moyen
سكر بنات,0,0,96,52,moyen
Out of the Dark,0,0,92,55,mediocre
Ha-Buah,0,0,114,20,bien
The Conversation,1600000,4420000,113,372,moyen
La sirène du Mississipi,0,0,123,32,moyen
I Love Your Work,0,0,111,2,moyen
Cabin Fever,0,0,99,111,mediocre
Waitress,2000000,22179430,108,129,moyen
Bloodsport,1500000,11806119,92,363,moyen
Mr. Smith Goes to Washington,1500000,9600000,129,241,bien
Kids,1500000,7412216,91,279,moyen
The Squid and the Whale,1500000,11098131,81,226,moyen
Kissing Jessica Stein,1000000,10013424,97,48,moyen
Kickboxer: Vengeance,17000000,0,90,99,mediocre
Spellbound,1500000,7000000,111,160,moyen
Exotica,0,0,103,64,moyen
Buffalo '66,1500000,2375097,110,166,moyen
Insidious,1500000,97009150,103,1737,moyen
Repo Man,1500000,2300000,92,144,moyen
Nueve Reinas,1500000,0,114,153,moyen
The Gatekeepers,0,0,101,39,moyen
The Ballad of Jack and Rose,1500000,712294,111,43,moyen
The To Do List,1500000,3566225,104,342,moyen
Killing Zoe,1500000,418961,96,111,moyen
The Believer,1500000,416925,98,151,moyen
Snow Angels,0,414404,106,48,moyen
Unsullied,0,0,93,1,mediocre
Session 9,1500000,373967,100,251,moyen
I Want Someone to Eat Cheese With,0,0,80,12,moyen
Mooz-lum,0,330048,95,3,mediocre
Hatchet,0,0,83,159,moyen
Modern Times,1,8500000,87,856,bien
Stolen Summer,0,0,91,9,moyen
My Name Is Bruce,1500000,173066,86,107,moyen
Road Hard,1500000,0,97,8,moyen
Forty Shades of Blue,1500000,0,108,2,moyen
Amigo,1200000,0,128,2,moyen
Pontypool,1500000,32000,93,183,moyen
Trucker,2000000,0,90,16,moyen
Me You and Five Bucks,1,0,90,2,bien
The Lords of Salem,1500000,1165882,101,242,moyen
Housebound,0,0,109,358,moyen
Wal-Mart: The High Cost of Low Price,0,0,98,24,moyen
Fetching Cody,1,0,87,6,moyen
Last I Heard,0,0,98,1,moyen
Closer to the Moon,9000000,0,112,13,moyen
Mutant World,0,1500000,85,9,mediocre
Growing Up Smith,0,0,102,7,moyen
Checkmate,0,0,102,13,mediocre
#Horror,1500000,0,90,52,mediocre
Wind Walkers,0,0,93,6,moyen
Snow White and the Seven Dwarfs,1488423,184925486,83,1914,moyen
La niña santa,1400000,0,106,10,moyen
Shalako,1455000,2620000,113,12,moyen
Incident at Loch Ness,1,0,94,18,moyen
The Dog Lover,2000000,0,101,6,moyen
GirlHouse,3150000,0,100,97,moyen
La chambre bleue,0,0,75,32,moyen
House at the End of the Drive,0,0,91,0,mediocre
Batman,1377800,0,105,203,moyen
"Lock, Stock and Two Smoking Barrels",1350000,3897569,105,1648,moyen
The Ballad of Gregorio Cortez,0,0,104,0,mediocre
Festen,1300000,0,105,207,bien
Trees Lounge,0,0,95,51,moyen
Vượt Sóng,1300000,639000,135,1,moyen
The Basket,0,619042,105,6,moyen
Eddie: The Sleepwalking Cannibal,0,1632,79,30,moyen
Kurmanjan Datka. Queen of the Mountains,0,0,135,0,mediocre
Def-Con 4,0,0,88,10,mediocre
The Hebrew Hammer,1000000,0,85,18,moyen
Neal 'n' Nikki,0,0,122,4,mediocre
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0,0,82,34,mediocre
Forget Me Not,0,0,103,66,moyen
Rebecca,1288000,6000000,130,336,bien
Friday the 13th Part 2,1250000,21722776,87,315,moyen
The Lost Weekend,1250000,11000000,101,112,moyen
C.H.U.D.,1250000,3412497,88,62,moyen
Filly Brown,0,0,100,10,moyen
The Lion of Judah,15000000,0,87,2,moyen
Niagara,1250000,8500000,92,79,moyen
How Green Was My Valley,1250000,6000000,118,72,moyen
Da Sweet Blood of Jesus,0,0,123,13,mediocre
"Sex, Lies, and Videotape",1200000,0,100,185,moyen
Saw,1200000,103911669,103,2184,moyen
Super Troopers,3000000,18492362,100,362,moyen
The Algerian,1,0,99,0,mediocre
Los insólitos peces gato,1300000,0,87,17,moyen
Monsoon Wedding,0,0,114,57,moyen
You Can Count on Me,0,0,111,88,moyen
The Trouble with Harry,1200000,7000000,99,149,moyen
But I'm a Cheerleader,0,0,85,101,moyen
Home Run,1200000,2861020,114,24,moyen
Reservoir Dogs,1200000,14661007,99,3697,bien
The Blue Bird,0,0,88,8,moyen
"Il buono, il brutto, il cattivo",1200000,6000000,161,2311,bien
Que Horas Ela Volta?,0,0,110,165,bien
Blue Like Jazz,1250000,0,106,25,moyen
Down & Out With The Dolls,0,0,88,0,mediocre
"Pink Ribbons, Inc.",900000,25000,97,6,moyen
Certifiably Jonathan,1200000,0,85,0,mediocre
Q,1344000,0,103,140,mediocre
La Navaja De Don Juan,0,0,98,0,mediocre
Grand Theft Parsons,0,0,88,11,moyen
Extreme Movie,0,0,88,44,mediocre
The Charge of the Light Brigade,1200000,2736000,115,18,moyen
Crowsnest,1200000,0,84,12,mediocre
Airborne,2600000,2850263,91,20,moyen
Cotton Comes to Harlem,1200000,0,97,13,moyen
The Wicked Within,0,0,91,26,mediocre
Waiting...,3000000,18637690,94,237,moyen
Dead Man's Shoes,0,0,90,151,moyen
From a Whisper to a Scream,1100000,1400000,99,15,moyen
Dracula: Pages from a Virgin's Diary,1596010,0,75,8,moyen
Faith Like Potatoes,0,0,97,9,moyen
Beyond the Black Rainbow,1100000,0,110,77,moyen
Serbuan maut,1100000,4105187,101,1055,moyen
The Dead Undead,0,0,90,6,mediocre
Casablanca,878000,10462500,102,1422,bien
Lake Mungo,0,0,84,90,moyen
Rocket Singh: Salesman of the Year,1250000,0,156,27,moyen
Silent Running,1000000,0,89,177,moyen
Rocky,1000000,117235147,119,1791,moyen
The Sleepwalker,0,0,92,7,mediocre
Tom Jones,1000000,37600000,128,39,moyen
Unfriended,1000000,62882090,82,1047,moyen
Taxi Driver,1300000,28262574,114,2535,bien
The Howling,1000000,17985893,91,161,moyen
Dr. No,950000,59600000,110,940,moyen
Chernobyl Diaries,0,18112929,88,483,mediocre
Hellraiser,1000000,14564027,94,449,moyen
God's Not Dead 2,5000000,23507567,121,72,moyen
Cry_Wolf,1000000,10047674,90,126,moyen
Gojira ni-sen mireniamu,1000000,10037390,107,43,moyen
Blue Valentine,3500000,16566240,112,890,moyen
Transamerica,1000000,13350369,103,144,moyen
The Devil Inside,1000000,101758490,83,262,mediocre
Beyond the Valley of the Dolls,2090000,40000000,109,53,moyen
Love Me Tender,1000000,9000000,89,21,moyen
An Inconvenient Truth,1000000,46243000,100,251,moyen
Sands of Iwo Jima,1000000,7800000,100,33,moyen
Shine a Light,0,0,122,44,moyen
The Green Inferno,5000000,6833445,100,349,moyen
Departure,0,0,109,12,moyen
The Sessions,1000000,9138338,98,179,moyen
"Food, Inc.",0,0,94,217,moyen
October Baby,0,5355847,107,35,moyen
Next Stop Wonderland,0,0,96,20,moyen
The Skeleton Twins,0,5284309,90,292,moyen
Martha Marcy May Marlene,0,3538446,101,277,moyen
Obvious Child,0,3123963,83,187,moyen
Frozen River,0,0,97,99,moyen
20 Feet from Stardom,1000000,0,89,85,moyen
Two Girls and a Guy,1000000,2057193,84,24,moyen
Walking and Talking,0,0,86,7,moyen
Who Killed the Electric Car?,1000000,1678874,92,59,moyen
The Broken Hearts Club: A Romantic Comedy,1000000,1744858,94,25,moyen
Bubba Ho-tep,1000000,0,92,191,moyen
Slam,1,0,100,7,moyen
Brigham City,1000000,852206,119,4,moyen
Fiza,1000000,623791,170,7,moyen
Orgazmo,1000000,0,94,115,moyen
All the Real Girls,0,0,108,30,moyen
Dream with the Fishes,0,0,97,10,bien
Blue Car,1000000,464000,92,13,moyen
Palo Alto,0,0,100,348,moyen
Ajami,0,0,120,27,moyen
Wristcutters: A Love Story,0,0,88,160,moyen
I Origins,0,336472,106,1063,moyen
The Battle of Shaker Heights,1000000,0,79,17,moyen
Jagal,1000000,444575,115,210,moyen
Taxi to the Dark Side,1000000,274661,106,53,moyen
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1000000,0,97,3,mediocre
Guiana 1838,0,0,120,3,mediocre
Lisa Picard Is Famous,0,0,90,1,mediocre
Antarctica: A Year on Ice,1000000,0,92,29,moyen
A LEGO Brickumentary,650000,0,93,55,moyen
Hardflip,1000000,0,114,5,mediocre
Chocolate: Deep Dark Secrets,0,0,200,6,mediocre
The House of the Devil,0,0,95,197,moyen
The Perfect Host,0,14870,93,135,moyen
Safe Men,0,0,88,16,moyen
Speedway Junky,1000000,0,104,7,moyen
The Last Big Thing,0,0,98,3,moyen
The Specials,0,0,82,11,moyen
16 to Life,0,0,118,5,mediocre
Alone With Her,1000000,10018,78,20,moyen
Creative Control,1000000,0,97,25,moyen
Special,1000000,7202,81,32,moyen
Sparkler,0,0,96,1,mediocre
The Helix... Loaded,0,0,97,2,mediocre
In Her Line of Fire,0,0,88,9,mediocre
The Jimmy Show,0,0,96,1,bien
Heli,1000000,0,105,32,moyen
Loving Annabelle,900000,0,76,55,moyen
Hits,1000000,0,96,23,mediocre
Jimmy and Judy,0,0,99,8,moyen
Frat Party,0,0,84,4,mediocre
The Party's Over,0,0,94,6,moyen
Proud,0,0,87,3,moyen
The Poker House,0,0,93,47,moyen
Childless,0,0,90,2,mediocre
ZMD: Zombies of Mass Destruction,0,0,92,31,mediocre
Snow White: A Deadly Summer,1000000,0,85,11,mediocre
A escondidas,0,0,96,26,bien
My Last Day Without You,1000000,0,90,3,moyen
Steppin: The Movie,0,0,85,4,moyen
Doc Holliday's Revenge,1000000,0,84,3,mediocre
Black Rock,0,0,83,78,mediocre
Truth or Dare,0,0,95,117,moyen
The Pet,0,0,94,3,moyen
Bang Bang Baby,1000000,0,90,8,moyen
Fear Clinic,1,0,95,42,mediocre
Zombie Hunter,0,0,93,34,mediocre
A Fine Step,0,0,90,7,mediocre
Charly,950000,814666,103,28,moyen
Banshee Chapter,950000,0,87,92,moyen
Ask Me Anything,950000,0,100,155,moyen
And Then Came Love,0,0,90,1,moyen
Food Chains,913000,0,83,8,moyen
On the Waterfront,910000,9600000,108,357,bien
L!fe Happens,930000,30905,100,66,moyen
"4 luni, 3 săptămîni și 2 zile",852510,1185783,113,156,moyen
Hard Candy,950000,7022209,103,701,moyen
The Quiet,900000,381420,96,73,moyen
Circumstance,0,0,107,23,moyen
Fruitvale Station,0,17385830,85,390,moyen
The Brass Teapot,0,0,100,160,moyen
Bambi,858000,267447150,70,1405,moyen
The Hammer,0,0,88,15,moyen
Latter Days,850000,819939,107,56,moyen
Le bonheur d'Elza,0,0,78,0,mediocre
1982,1000000,0,90,1,moyen
"For a Good Time, Call...",850000,1243961,85,110,moyen
Celeste & Jesse Forever,0,3094813,91,163,moyen
Time Changer,0,0,95,9,moyen
London to Brighton,0,0,85,34,moyen
American Hero,0,0,86,62,moyen
Windsor Drive,0,0,90,1,mediocre
جدایی نادر از سیمین,800000,0,123,469,bien
Crying with Laughter,0,0,93,1,moyen
Welcome to the Dollhouse,0,0,88,103,moyen
Ruby in Paradise,800000,1001437,114,10,moyen
Raising Victor Vargas,800000,2816116,88,13,bien
Die Büchse der Pandora,0,0,109,45,bien
Cama adentro,0,0,83,3,bien
Deterrence,0,0,101,7,moyen
The Mudge Boy,800000,62852,94,23,moyen
The Young Unknowns,0,0,87,0,mediocre
Not Cool,0,0,90,25,mediocre
Død snø,800000,1984662,91,311,moyen
Saints and Soldiers,780000,0,90,98,moyen
Vessel,0,0,14,8,moyen
American Graffiti,777000,140000000,110,324,moyen
Iraq for Sale: The War Profiteers,0,0,75,6,bien
Aqua Teen Hunger Force Colon Movie Film for Theaters,0,0,86,35,moyen
Safety Not Guaranteed,750000,4007792,85,556,moyen
Kevin Hart: Laugh at My Pain,0,0,89,43,bien
Kill List,500000,171760,95,210,moyen
The Innkeepers,750000,78396,102,219,moyen
Il conformista,750000,0,107,127,bien
Interview with the Assassin,500000,0,88,5,moyen
Donkey Punch,0,0,99,52,mediocre
All the Boys Love Mandy Lane,750000,0,90,209,moyen
Bled,0,0,95,4,mediocre
High Noon,730000,8000000,85,334,bien
Hoop Dreams,700000,7830611,171,87,bien
Rize,0,0,86,13,moyen
L.I.E. Long Island Expressway,700000,1667192,97,31,moyen
The Sisterhood of Night,0,0,104,31,moyen
B-Girl,0,0,84,7,moyen
Half Nelson,700000,4911725,107,240,moyen
Naturally Native,700000,10508,107,0,mediocre
Hav Plenty,0,0,92,0,mediocre
Adulterers,750000,0,80,16,moyen
Escape from Tomorrow,650,0,90,87,mediocre
Starsuckers,0,0,103,5,moyen
The Hadza:  Last of the First,0,0,70,0,mediocre
After,0,0,90,63,moyen
Treachery,625000,0,68,5,mediocre
Walter,700000,0,87,26,moyen
Top Hat,609000,3202000,101,59,moyen
The Blair Witch Project,60000,248000000,81,1055,moyen
Woodstock,600000,34505110,225,66,moyen
The Kentucky Fried Movie,600000,0,83,66,moyen
Mercy Streets,0,0,106,2,moyen
Arnolds Park,0,0,103,0,mediocre
Broken Vessels,0,0,90,2,moyen
They Will Have to Kill Us First,522360,0,105,1,moyen
Médecin de campagne,0,0,102,63,moyen
The Maid's Room,0,0,98,4,mediocre
A Hard Day's Night,560000,12299668,88,168,moyen
The Harvest (La Cosecha),56000,0,80,0,mediocre
Love Letters,550000,0,98,4,mediocre
Julija in Alfa Romeo,0,0,83,1,moyen
Fireproof,500000,33456317,122,100,moyen
Faith Connections,550000,0,115,3,mediocre
Benji,0,0,86,35,moyen
Open Water,130000,54667954,79,315,moyen
High Road,0,0,87,22,moyen
Kingdom of the Spiders,500000,17000000,97,30,moyen
Mad Hot Ballroom,0,0,105,8,moyen
The Station Agent,500000,8679814,88,210,moyen
To Save A Life,0,0,120,21,moyen
Wordplay,0,0,94,10,moyen
Beyond the Mat,2053648,500000,102,17,bien
The Singles Ward,0,0,102,4,moyen
Osama,46000,0,83,32,moyen
Sholem Aleichem: Laughing In The Darkness,500000,845188,93,2,moyen
Groove,0,0,86,6,moyen
The R.M.,0,0,101,4,mediocre
Twin Falls Idaho,0,0,111,11,moyen
Mean Creek,500000,603943,90,106,moyen
Hurricane Streets,0,0,86,4,mediocre
Never Again,0,0,98,3,mediocre
Civil Brand,0,0,95,4,moyen
Lonesome Jim,0,0,91,26,moyen
Drinking Buddies,0,343341,90,356,moyen
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,0,88,17,moyen
七人の侍,2000000,271841,207,878,bien
Kita svajonių komanda,0,0,89,7,moyen
Johnny Suede,500000,0,97,13,mediocre
Finishing The Game,0,0,84,8,mediocre
Rubber,500000,98017,85,251,moyen
Kiss the Bride,0,0,100,11,mediocre
The Slaughter Rule,0,0,112,9,moyen
Monsters,500000,4242978,94,587,moyen
The Californians,0,0,91,1,mediocre
The Living Wake,0,0,91,1,moyen
Detention of the Dead,500000,0,87,34,mediocre
疯狂的石头,0,0,98,22,moyen
Scott Walker: 30 Century Man,0,0,95,8,moyen
Everything Put Together,500000,0,87,2,moyen
Good Kill,0,316472,104,208,moyen
The Outrageous Sophie Tucker,0,0,96,0,mediocre
Now Is Good,0,0,103,371,moyen
Girls Gone Dead,500000,0,104,14,mediocre
Subconscious,0,0,110,4,mediocre
Enter Nowhere,0,0,90,49,moyen
El Rey de Najayo,500,0,101,0,mediocre
Fight to the Finish,0,0,94,3,moyen
The Sound and the Shadow,0,0,90,0,mediocre
Rodeo Girl,0,0,108,1,moyen
Born to Fly: Elizabeth Streb vs. Gravity,0,0,82,1,moyen
The Little Ponderosa Zoo,500000,0,84,1,mediocre
The Toxic Avenger,0,0,82,113,moyen
Bloody Sunday,0,773228,107,53,moyen
Conversations with Other Women,450000,973525,84,38,moyen
Poultrygeist: Night of the Chicken Dead,0,0,103,41,moyen
42nd Street,439000,2281000,89,37,moyen
Metropolitan,225000,0,98,38,moyen
Så som i himmelen,0,0,132,42,moyen
Roadside,0,0,90,5,mediocre
Napoleon Dynamite,400000,46118097,95,554,moyen
Blue Ruin,0,258384,90,462,moyen
Paranormal Activity,15000,193355800,86,1316,moyen
Dogtown and Z-Boys,0,0,91,52,moyen
Monty Python and the Holy Grail,400000,5028948,91,1708,bien
Quinceañera,0,0,90,7,moyen
Tarnation,218,1162014,91,22,moyen
I Want Your Money,0,0,92,5,mediocre
...E tu vivrai nel terrore! L'aldilà,0,0,87,117,moyen
What Happens in Vegas,35000000,170000000,99,923,moyen
The Dark Hours,500000,0,80,22,moyen
My Beautiful Laundrette,860000,2451545,97,51,moyen
Fabled,0,0,84,0,mediocre
Show Me,0,0,97,4,moyen
Viskningar och rop,0,0,91,115,bien
Intolerance,385907,8394751,197,60,moyen
Trekkies,0,0,86,22,moyen
The Broadway Melody,379000,4358000,100,19,moyen
The Evil Dead,350000,29400000,85,894,moyen
Maniac,6000000,31081,89,316,moyen
Censored Voices,0,0,84,8,moyen
Murderball,300000,1750211,88,23,moyen
American Ninja 2: The Confrontation,0,0,90,49,mediocre
51 Birch Street,0,0,90,6,moyen
Rotor DR1,350000,0,98,3,mediocre
12 Angry Men,350000,1000000,96,2078,bien
My Dog Tulip,0,246574,83,9,bien
It Happened One Night,325000,4500000,105,275,bien
Κυνόδοντας,0,110197,94,332,moyen
Tupac: Resurrection,300000,7808524,112,26,bien
Tumbleweeds,312000,1281176,102,11,moyen
The Prophecy,8,16,98,138,moyen
Chacun Cherche Son Chat,0,0,91,16,moyen
Pieces of April,300000,0,81,64,moyen
Old Joy,300000,0,73,36,moyen
Wendy and Lucy,200000,0,80,64,moyen
3 Backyards,0,0,88,4,mediocre
Pierrot le fou,300000,0,110,127,bien
Sisters in Law,0,0,104,2,moyen
Ayurveda: Art of Being,300000,2074000,101,3,moyen
Nothing But a Man,0,0,95,2,moyen
"First Love, Last Rites",300000,40542,94,1,mediocre
Royal Kill,0,0,90,6,mediocre
The Looking Glass,0,0,110,1,moyen
Death Race 2000,300000,8000000,80,124,moyen
Locker 13,0,0,90,3,moyen
Midnight Cabaret,0,0,94,0,mediocre
Anderson's Cross,300000,0,98,0,mediocre
Bizarre,0,0,99,11,moyen
Graduation Day,0,0,96,22,moyen
Some Guy Who Kills People,300000,0,97,45,moyen
Compliance,0,319285,90,221,moyen
Chasing Amy,250000,12021272,113,433,moyen
Lovely & Amazing,250000,4186931,91,23,moyen
Better Luck Tomorrow,0,0,101,27,moyen
The Incredibly True Adventure of Two Girls In Love,0,0,94,13,moyen
Chuck & Buck,0,0,96,16,moyen
American Desi,250000,0,100,4,moyen
Amidst the Devil's Wings,300000,0,90,0,mediocre
Cube,250000,501818,90,1069,moyen
Love and Other Catastrophes,0,0,78,9,moyen
I Married a Strange Person!,250,203,72,12,moyen
November,0,0,73,11,mediocre
Like Crazy,250000,3542353,90,381,moyen
Teeth and Blood,0,0,96,1,mediocre
Sugar Town,0,0,92,2,moyen
